"drawNumber","drawDate","nextDrawDate","ball1","ball2","ball3","ball4","ball5","div1Winners","div1Payout","div2Winners","div2Payout","div3Winners","div3Payout","div4Winners","div4Payout","totalPrizePool","totalSales","estimatedJackpot","guaranteedJackpot","numWinners","millionairs"
980,2021-11-15,2021-11-16,15,24,27,20,13,4,84721,241,323.9,7669,20.4,76001,5,953396.5,1903842,5e+05,0,83915,4
981,2021-11-16,2021-11-17,29,31,28,5,17,1,407166.4,289,324.5,8869,21.1,87211,5.2,1141580,2287452,4e+05,0,96370,1
982,2021-11-17,2021-11-18,6,32,21,36,4,4,88596.5,266,306.9,8400,19.5,80585,4.9,994687.9,1990932,4e+05,0,89255,4
983,2021-11-18,2021-11-19,30,11,15,10,19,0,0,285,1533.4,8851,18.5,83185,4.8,1000050.5,1995516,450000,0,92321,0
984,2021-11-19,2021-11-20,22,6,17,26,32,3,137180,318,298.1,9095,20.8,88867,5.1,1148733.5,2312022,420000,0,98283,3
985,2021-11-20,2021-11-21,35,4,11,32,6,0,0,215,1939.3,7545,20.7,76416,5,955211,1903929,220000,0,84176,0
986,2021-11-21,2021-11-22,15,33,7,3,6,0,0,186,1538.5,6000,17.8,54489,4.8,654508.2,1306695,4e+05,0,60675,0
987,2021-11-22,2021-11-23,25,16,18,30,31,2,164039.2,241,313.6,7370,20.5,71680,5.1,920309,1843137,450000,0,79293,2
988,2021-11-23,2021-11-24,10,5,6,32,7,2,184288.5,336,252.7,8807,19.3,85025,4.9,1040081.8,2070657,380000,0,94170,2
989,2021-11-24,2021-11-25,1,26,18,34,8,2,175965.8,261,310.5,7702,21.1,76346,5.1,984848.9,1977144,4e+05,0,84311,2
990,2021-11-25,2021-11-26,3,21,20,7,25,3,128135.8,358,247.3,9660,18.3,91291,4.7,1078786.5,2159592,5e+05,0,101312,3
991,2021-11-26,2021-11-27,28,30,29,9,3,2,225664.4,341,304.9,10171,20.4,97235,5.2,1268410.1,2535555,4e+05,0,107749,2
992,2021-11-27,2021-11-28,34,10,20,22,13,2,192743.5,280,317.1,8842,20.1,86132,5,1082659.2,2165658,250000,0,95256,2
993,2021-11-28,2021-11-29,5,20,1,9,10,3,50049,209,165.5,4443,15.7,35387,4.7,420810.5,843522,4e+05,0,40042,3
994,2021-11-29,2021-11-30,28,5,33,3,13,2,157877.1,245,296.9,6999,20.8,69604,5.1,889054.3,1773900,550000,0,76850,2
995,2021-11-30,2021-12-01,3,1,9,34,11,1,407817.9,367,255.9,10538,17.8,95765,4.8,1148981.6,2291112,4e+05,0,106671,1
996,2021-12-01,2021-12-02,17,11,28,15,4,1,408223.2,297,316.6,9713,19.4,91096,5,1146165.6,2293389,4e+05,0,101107,1
997,2021-12-02,2021-12-03,8,20,11,32,3,3,141848.4,367,267.1,10052,19.5,97341,4.9,1196555.8,2390703,5e+05,0,107763,3
998,2021-12-03,2021-12-04,14,25,35,13,6,4,112550.9,324,320.1,9629,21.5,96236,5.2,1261366.7,2529234,4e+05,0,106193,4
999,2021-12-04,2021-12-05,29,24,1,36,12,2,181714.9,309,270.9,8438,19.8,81481,5,1021615.3,2041740,220000,0,90230,2
1000,2021-12-05,2021-12-06,19,6,36,33,4,2,125240.9,221,261,6102,19,58045,4.8,702716.8,1407201,4e+05,0,64370,2
1001,2021-12-06,2021-12-07,23,36,6,13,10,4,92502.4,286,298,8637,19.7,82945,5,1040111.5,2078706,5e+05,0,91872,4
1002,2021-12-07,2021-12-08,20,27,12,8,2,5,84621.4,367,265.6,10834,18,97074,4.8,1181549.4,2377005,4e+05,0,108280,5
1003,2021-12-08,2021-12-09,25,5,20,9,11,3,129319.1,349,256,10413,17.2,93026,4.7,1093627.1,2179536,4e+05,0,103791,3
1004,2021-12-09,2021-12-10,2,3,5,19,14,2,194199,298,300.2,10020,17.8,89068,4.9,1092646.8,2182011,5e+05,0,99388,2
1005,2021-12-10,2021-12-11,34,35,24,31,7,2,215267.9,330,300.5,10259,19.4,95262,5,1205035.4,2418741,4e+05,0,105853,2
1006,2021-12-11,2021-12-12,7,18,20,16,9,2,176497.4,307,264.9,8929,18.2,83832,4.8,999220.5,1983117,225000,0,93070,2
1007,2021-12-12,2021-12-13,36,20,29,27,35,2,119067.4,169,324.5,5232,20.9,51625,5.1,665611.6,1337835,4e+05,0,57028,2
1008,2021-12-13,2021-12-14,23,30,22,6,25,1,329327.3,223,340.2,7471,20.3,72143,5.1,924782.5,1850154,4e+05,0,79838,1
1009,2021-12-14,2021-12-15,3,20,28,15,12,0,0,311,1538,9330,19.2,88761,4.9,1092382.9,2184153,4e+05,0,98402,0
1010,2021-12-15,2021-12-16,19,24,26,15,32,1,386337.3,262,339.7,8425,21.1,84599,5.1,1084561.1,2170434,3e+05,0,93287,1
1011,2021-12-16,2021-12-17,10,28,3,25,16,2,166160.5,264,289.9,7340,20.9,73719,5,930855.6,1866972,4e+05,0,81325,2
1012,2021-12-17,2021-12-18,8,17,28,24,1,3,137914,271,351.7,9047,21.1,90767,5.1,1162856.1,2324394,4e+05,0,100088,3
1013,2021-12-18,2021-12-19,13,20,6,17,30,2,181626.5,276,303.1,8064,20.7,79707,5.1,1020339.1,2040747,220000,0,88049,2
1014,2021-12-19,2021-12-20,1,18,31,20,2,1,267801.1,194,318,6228,19.8,60268,5,754147.5,1504500,4e+05,0,66691,1
1015,2021-12-20,2021-12-21,1,20,2,35,8,1,373609.9,267,322.3,9208,18.7,84183,5,1052768.6,2098932,450000,0,93659,1
1016,2021-12-21,2021-12-22,8,17,20,30,36,1,426489.2,314,312.9,9950,19.7,96324,4.9,1192742.4,2396007,4e+05,0,106589,1
1017,2021-12-22,2021-12-23,5,30,6,8,32,2,198313.7,232,393.8,8603,21.3,88471,5,1113587.9,2228244,4e+05,0,97308,2
1018,2021-12-23,2021-12-24,14,9,36,6,17,5,87946.7,311,325.6,9957,20.3,100171,4.9,1233960.1,2470413,5e+05,0,110444,5
1019,2021-12-24,2021-12-26,8,24,22,29,23,4,106997.3,320,308.1,9346,21.1,92725,5.2,1205951.8,2404434,3e+05,0,102395,4
1020,2021-12-26,2021-12-27,11,3,26,25,17,0,0,200,1441.3,5449,19.9,53402,4.9,658364.9,1316238,380000,0,59051,0
1021,2021-12-27,2021-12-28,19,31,17,21,29,0,0,215,1633.6,6558,20,63082,5.1,804102.2,1603734,450000,0,69855,0
1022,2021-12-28,2021-12-29,25,11,31,35,3,1,385228.7,270,328.6,8649,20.5,85252,5,1077515.2,2164206,350000,0,94172,1
1023,2021-12-29,2021-12-30,16,19,10,14,17,3,117592.1,304,267.3,8138,20,78668,5,990135.5,1981890,3e+05,0,87113,3
1024,2021-12-30,2021-12-31,21,2,28,23,6,1,364312.5,230,364.9,7760,21.6,79112,5.2,1027237.9,2046699,5e+05,0,87103,1
1025,2021-12-31,2022-01-01,4,19,3,18,24,3,166666.7,308,312,9597,20.1,97074,4.8,1254951,2344170,3e+05,0,106982,3
1026,2022-01-01,2022-01-02,32,36,23,17,31,1,3e+05,172,305.7,4908,21.3,48792,5.2,710839.2,1282113,2e+05,0,53873,1
1027,2022-01-02,2022-01-03,25,21,12,23,31,2,115862.5,178,299.8,5552,19.3,50636,5.1,650486.6,1301826,4e+05,0,56368,2
1028,2022-01-03,2022-01-04,16,6,25,14,22,2,163488.4,259,290.8,7607,19.8,71884,5.1,919521,1836948,450000,0,79752,2
1029,2022-01-04,2022-01-05,32,16,29,4,22,0,0,324,1572.9,9085,21,91201,5.1,1165529.7,2326968,4e+05,0,100610,0
1030,2022-01-05,2022-01-06,27,21,14,35,11,3,127641.3,299,294.9,8705,20.2,83380,5.1,1072178,2151258,4e+05,0,92387,3
1031,2022-01-06,2022-01-07,9,5,36,20,26,4,95723.2,312,282.7,9558,18.5,88611,4.8,1073251,2151084,5e+05,0,98485,4
1032,2022-01-07,2022-01-08,4,10,6,30,15,1,440013.5,375,270.3,11167,18.1,100999,4.9,1238393.8,2471985,4e+05,0,112542,1
1033,2022-01-08,2022-01-09,36,30,13,14,33,0,0,197,2180.3,7272,22.2,74863,5.2,980245.1,1961262,250000,0,82332,0
1034,2022-01-09,2022-01-10,30,23,5,33,32,1,248031.8,189,302.2,5477,20.8,52866,5.3,699259,1393437,4e+05,0,58533,1
1035,2022-01-10,2022-01-11,23,1,34,3,11,2,171879.6,274,289,8344,19,79417,4.8,962682.8,1931232,450000,0,88037,2
1036,2022-01-11,2022-01-12,9,20,8,1,18,2,195397.6,343,262.4,10067,17.9,91728,4.8,1101292.1,2195478,4e+05,0,102140,2
1037,2022-01-12,2022-01-13,36,22,3,27,33,5,70018.3,314,256.9,8568,18.8,79701,4.9,982371.4,1966806,4e+05,0,88588,5
1038,2022-01-13,2022-01-14,7,23,28,6,30,0,0,257,1598.4,7316,21,75268,5,940764.8,1875798,5e+05,0,82841,0
1039,2022-01-14,2022-01-15,34,33,25,30,8,1,5e+05,304,328.6,9103,22,92914,5.2,1283313.2,2436657,450000,0,102322,1
1040,2022-01-15,2022-01-16,12,3,11,35,7,2,176568.2,275,295.8,9147,17.8,83530,4.7,989889,1983912,250000,0,92954,2
1041,2022-01-16,2022-01-17,1,23,19,33,28,2,125000,180,309.7,5348,20.8,52726,5.1,685887,1359636,4e+05,0,58256,2
1042,2022-01-17,2022-01-18,24,29,21,8,34,1,327941.1,257,293.9,7641,19.8,71742,5.1,920649.4,1842366,5e+05,0,79641,1
1043,2022-01-18,2022-01-19,33,11,21,16,15,2,192290.5,293,302.3,8588,20.6,85253,5.1,1084858,2160567,450000,0,94136,2
1044,2022-01-19,2022-01-20,6,27,9,34,22,3,150000,319,250.9,8336,19.2,80010,4.8,1074136.3,1951995,380000,0,88668,3
1045,2022-01-20,2022-01-21,29,32,8,15,20,2,178204.9,282,291.1,7752,21.2,77690,5.2,1006830.4,2002302,480000,0,85726,2
1046,2022-01-21,2022-01-22,35,16,20,2,8,3,139359.7,352,273.6,9612,20,92608,5,1169666.3,2348760,420000,0,102575,3
1047,2022-01-22,2022-01-23,31,16,10,33,3,0,0,233,2137.1,7790,20,75977,5,1033629.3,1900944,220000,0,84000,0
1048,2022-01-23,2022-01-24,34,2,29,30,7,2,116367.4,154,348.1,4817,22.3,51185,5.1,654804.8,1307499,430000,0,56158,2
1049,2022-01-24,2022-01-25,28,30,25,16,15,2,160811.2,230,322.1,6927,21.4,68091,5.3,904825.5,1806867,5e+05,0,75250,2
1050,2022-01-25,2022-01-26,5,22,32,19,31,0,0,319,1878.6,9872,20.1,97410,4.9,1275009.6,2421393,450000,0,107601,0
1051,2022-01-26,2022-01-27,8,33,15,14,18,0,0,242,2226,8444,21,85058,5.1,1149811.8,2163207,4e+05,0,93744,0
1052,2022-01-27,2022-01-28,22,11,5,32,18,4,99115.5,366,249.5,9958,18.4,89583,4.9,1109962.9,2227314,480000,0,99911,4
1053,2022-01-28,2022-01-29,18,22,23,25,8,1,471802.8,341,318.7,10936,19.8,105402,5,1324022.3,2650578,450000,0,116680,1
1054,2022-01-29,2022-01-30,16,27,12,1,2,2,225000,279,310,8190,21.2,83654,5.1,1136753.4,2109210,3e+05,0,92125,2
1055,2022-01-30,2022-01-31,7,29,5,36,25,0,0,188,1906.5,5784,20.2,58791,4.8,757455.6,1425075,450000,0,64763,0
1056,2022-01-31,2022-02-01,14,2,8,35,16,1,450000,359,238.8,8150,21,80213,5.2,1123986.8,2091108,5e+05,0,88723,1
1057,2022-02-01,2022-02-02,1,2,15,32,25,3,154469.5,308,346.6,9641,22.2,100936,5.1,1298965.1,2603418,450000,0,110888,3
1058,2022-02-02,2022-02-03,12,35,1,30,26,1,450000,262,343.9,7961,22.6,82115,5.3,1155229.9,2197818,450000,0,90339,1
1059,2022-02-03,2022-02-04,24,30,6,9,35,1,450000,298,323,9201,20.9,92189,5.1,1208718.8,2347533,5e+05,0,101689,1
1060,2022-02-04,2022-02-05,34,30,18,13,10,1,5e+05,321,352.3,10528,21.5,107034,5.1,1385313.7,2758818,4e+05,0,117884,1
1061,2022-02-05,2022-02-06,25,13,7,27,20,1,379094.1,300,291.1,9139,19.1,85107,5,1066514,2129742,220000,0,94547,1
1062,2022-02-06,2022-02-07,10,27,14,28,24,0,0,186,1696.5,5281,22.4,54660,5.3,723541.4,1440825,4e+05,0,60127,0
1063,2022-02-07,2022-02-08,35,15,20,36,4,0,0,280,1601.4,8710,19.3,81969,4.9,1018143.1,2047521,5e+05,0,90959,0
1064,2022-02-08,2022-02-09,27,26,8,4,19,3,166666.7,337,309.4,10433,19.9,101880,5,1321284.6,2542611,450000,0,112653,3
1065,2022-02-09,2022-02-10,9,21,6,3,10,2,189547.3,420,207.9,10617,16.5,89984,4.7,1064517.9,2129745,380000,0,101023,2
1066,2022-02-10,2022-02-11,24,6,14,9,5,0,0,303,1543.9,9154,19.1,87390,4.9,1070854.1,2136072,5e+05,0,96847,0
1067,2022-02-11,2022-02-12,27,5,26,4,32,1,5e+05,240,442.1,9303,22.8,98388,5.2,1329830,2587950,380000,0,107932,1
1068,2022-02-12,2022-02-13,28,15,36,12,7,5,67360.9,278,279,8307,18.7,78433,4.8,946185.8,1892160,220000,0,87023,5
1069,2022-02-13,2022-02-14,1,4,34,21,32,0,0,160,1778.5,4831,22.1,50506,5.2,653956.3,1299315,4e+05,0,55497,0
1070,2022-02-14,2022-02-15,32,15,3,18,8,3,109043,235,320.6,7495,20.1,72734,5,916789.5,1837803,5e+05,0,80467,3
1071,2022-02-15,2022-02-16,17,3,36,29,22,3,166666.7,291,320.6,9286,20.1,90788,5,1233883.3,2275107,5e+05,0,100368,3
1072,2022-02-16,2022-02-17,30,24,14,17,20,1,5e+05,272,315.1,8274,20.7,81129,5.1,1170736.9,2090436,380000,0,89676,1
1073,2022-02-17,2022-02-18,4,33,18,10,24,5,74795.7,323,266.7,8660,19.9,85573,4.9,1051764.3,2101002,480000,0,94561,5
1074,2022-02-18,2022-02-19,28,17,32,15,26,1,430662.3,209,474.6,9110,21.8,89736,5.4,1213026.1,2419452,4e+05,0,99056,1
1075,2022-02-19,2022-02-20,13,16,25,15,2,7,57142.9,232,345.5,7825,20.5,76851,5,1024823.8,1955055,220000,0,84915,7
1076,2022-02-20,2022-02-21,18,23,11,19,24,2,118319.6,153,356.2,5803,18.7,55796,4.8,667474.7,1329435,4e+05,0,61754,2
1077,2022-02-21,2022-02-22,5,36,28,12,2,1,331754.4,238,321.1,7614,20.1,75441,4.9,930878.5,1863789,5e+05,0,83294,1
1078,2022-02-22,2022-02-23,20,26,34,27,23,1,5e+05,272,325.8,8176,21.7,82489,5.2,1194979.6,2161701,450000,0,90938,1
1079,2022-02-23,2022-02-24,19,28,3,16,34,0,0,260,1594,7149,21.7,72303,5.2,945548.9,1892319,380000,0,79712,0
1080,2022-02-24,2022-02-25,10,15,9,33,23,4,87622.6,253,319,7664,21.1,78967,5,987742.8,1969047,5e+05,0,86888,4
1081,2022-02-25,2022-02-26,34,3,29,19,28,2,250000,553,192.2,9925,21.4,99286,5.2,1334968.8,2592309,5e+05,0,109766,2
1082,2022-02-26,2022-02-27,22,21,10,35,19,1,5e+05,265,333.4,8878,19.9,85800,5,1194023.2,2154597,3e+05,0,94944,1
1083,2022-02-27,2022-02-28,5,22,2,15,27,1,3e+05,206,291.6,6547,18.3,59585,4.8,765887.7,1465404,450000,0,66339,1
1084,2022-02-28,2022-03-01,7,17,1,34,25,4,112500,348,255.8,9330,19.1,87738,5,1155911.4,2171094,450000,0,97420,4
1085,2022-03-01,2022-03-02,14,32,15,16,12,1,459660.3,360,294.1,9982,21.2,98650,5.2,1290134.7,2582361,4e+05,0,108993,1
1086,2022-03-02,2022-03-03,19,21,36,33,27,1,410998.9,339,279.3,10040,18.9,94621,4.8,1149618.4,2308983,4e+05,0,105001,1
1087,2022-03-03,2022-03-04,29,36,1,32,19,1,445993.1,308,333.5,9814,20.9,97263,5.2,1259591.3,2505579,5e+05,0,107386,1
1088,2022-03-04,2022-03-05,18,6,30,16,19,0,0,316,1986.5,11673,20.1,114453,4.9,1423181,2866374,4e+05,0,126442,0
1089,2022-03-05,2022-03-06,11,24,14,34,32,1,392001.4,323,279.6,8875,20.4,85084,5.2,1105799,2202255,3e+05,0,94283,1
1090,2022-03-06,2022-03-07,10,22,7,23,17,1,261809.5,213,283.1,6476,18.6,61093,4.8,735809.8,1470840,4e+05,0,67783,1
1091,2022-03-07,2022-03-08,20,21,35,5,11,1,369758.2,332,256.5,9102,18.7,84533,4.9,1039335.3,2077293,5e+05,0,93968,1
1092,2022-03-08,2022-03-09,24,4,34,6,36,2,217302.7,425,235.5,10853,18.5,100155,4.8,1216217.4,2441604,4e+05,0,111435,2
1093,2022-03-09,2022-03-10,23,14,24,7,3,0,0,305,1507.3,8739,19.7,85045,5,1057109.8,2099157,4e+05,0,94089,0
1094,2022-03-10,2022-03-11,21,3,12,25,16,1,374126.3,335,257.3,8550,20.1,83394,5,1049146.8,2101833,550000,0,92280,1
1095,2022-03-11,2022-03-12,30,3,8,24,7,0,0,305,1806.7,10540,19.6,101928,4.9,1257074.7,2516268,4e+05,0,112773,0
1096,2022-03-12,2022-03-13,6,9,27,11,33,4,85211.7,321,244.6,8730,18,80737,4.7,955967.3,1914870,3e+05,0,89792,4
1097,2022-03-13,2022-03-14,31,33,13,8,3,3,75750.6,239,219,5616,18.6,51647,4.9,637120.7,1276695,4e+05,0,57505,3
1098,2022-03-14,2022-03-15,13,23,36,25,30,0,0,221,1802.5,6988,21.4,69728,5.2,910481.3,1818954,5e+05,0,76937,0
1099,2022-03-15,2022-03-16,25,14,33,5,35,3,139700.1,297,325,9513,20.3,92133,5.1,1178617.5,2354496,4e+05,0,101946,3
1100,2022-03-16,2022-03-17,25,10,19,4,32,5,74608.6,325,264.4,8632,19.9,84992,4.9,1047210.6,2095746,4e+05,0,93954,5
1101,2022-03-17,2022-03-18,17,6,12,20,9,2,189324.2,376,232,9833,17.7,89405,4.7,1060128,2127240,550000,0,99616,2
1102,2022-03-18,2022-03-19,11,6,10,13,24,3,149756.6,342,302.6,10312,20.1,101000,5,1265030.2,2523987,425000,0,111657,3
1103,2022-03-19,2022-03-20,25,30,21,29,6,1,347940.5,222,360.9,7298,21.9,73395,5.3,976880,1954722,3e+05,0,80916,1
1104,2022-03-20,2022-03-21,3,36,19,32,31,0,0,158,1775.9,5374,19.6,51989,4.9,640668.7,1281189,3e+05,0,57521,0
1105,2022-03-21,2022-03-22,29,33,3,4,10,1,263568.5,165,367.9,5688,21.3,59816,4.9,738524.8,1480722,425000,0,65670,1
1106,2022-03-22,2022-03-23,31,14,11,9,26,1,425000,227,364.9,7881,21,78510,5.2,1081585.3,2020149,425000,0,86619,1
1107,2022-03-23,2022-03-24,4,31,24,15,21,1,425000,217,361.5,7210,21.8,73000,5.2,1040223.5,1913382,425000,0,80428,1
1108,2022-03-24,2022-03-25,16,3,10,34,9,1,425000,250,327.3,8332,19.7,81115,4.9,1068428.9,1995402,550000,0,89698,1
1109,2022-03-25,2022-03-26,10,34,2,36,26,2,275000,314,348.1,10272,21.2,103202,5.1,1403400,2666136,425000,0,113790,2
1110,2022-03-26,2022-03-27,11,14,26,23,21,3,141666.7,264,333.3,8533,20.7,83118,5.2,1121838,2146122,250000,0,91918,3
1111,2022-03-27,2022-03-28,33,4,16,20,11,1,264761.9,226,269.8,6298,19.3,59087,5,742723.1,1487427,425000,0,65612,1
1112,2022-03-28,2022-03-29,23,25,4,10,15,0,0,278,1831.1,8849,19,82100,4.9,1079466.8,2049843,5e+05,0,91227,0
1113,2022-03-29,2022-03-30,1,28,3,7,8,4,125000,379,267.1,11759,17.2,103630,4.8,1300909.7,2469312,450000,0,115772,4
1114,2022-03-30,2022-03-31,24,34,17,7,36,2,225000,370,242,9789,18.3,89237,4.8,1147016.3,2183778,4e+05,0,99398,2
1115,2022-03-31,2022-04-01,3,26,31,14,8,7,59603,355,270.7,9594,20.1,92145,5.1,1176098.4,2343939,5e+05,0,102101,7
1116,2022-04-01,2022-04-02,12,10,17,27,14,4,122392.6,383,294.5,11147,20.2,107462,5.1,1375589.5,2750394,4e+05,0,118996,4
1117,2022-04-02,2022-04-03,1,10,25,3,4,2,190945,327,269,10411,16.9,87890,4.8,1067670.9,2145450,3e+05,0,98630,2
1118,2022-04-03,2022-04-04,8,36,24,18,23,3,87541.1,210,288,6381,19,59111,5,739897.3,1475412,4e+05,0,65705,3
1119,2022-04-04,2022-04-05,6,1,12,23,5,1,390341.7,309,291,9226,19.5,89668,4.9,1099540.9,2192931,5e+05,0,99204,1
1120,2022-04-05,2022-04-06,21,23,15,29,33,0,0,311,1849.4,9939,21.6,100638,5.2,1313163.4,2626371,4e+05,0,110888,0
1121,2022-04-06,2022-04-07,22,2,20,8,1,4,99977.9,330,279.1,10057,18.4,92306,4.8,1120132.2,2246694,380000,0,102697,4
1122,2022-04-07,2022-04-08,13,20,5,28,18,2,206279.4,311,305.6,9464,20,91206,5.1,1162031,2317746,5e+05,0,100983,2
1123,2022-04-08,2022-04-09,1,8,7,29,10,0,0,306,1930.8,11179,19.8,108725,4.9,1344921.5,2697885,4e+05,0,120210,0
1124,2022-04-09,2022-04-10,31,7,29,36,5,0,0,261,1786.6,8339,21,84932,5,1066081.6,2129172,250000,0,93532,0
1125,2022-04-10,2022-04-11,5,17,18,7,1,2,126103.6,237,245.1,6639,17.5,60053,4.7,708727.5,1416894,4e+05,0,66931,2
1126,2022-04-11,2022-04-12,23,3,27,31,12,3,117475.5,251,323.4,7889,20.5,78387,5,987259.4,1979925,5e+05,0,86530,3
1127,2022-04-12,2022-04-13,1,27,35,5,29,3,134318.8,248,374.3,8340,22.3,88704,5.1,1134155.2,2263800,4e+05,0,97295,3
1128,2022-04-13,2022-04-14,11,13,31,33,4,1,350688.6,273,295.9,8492,19,80550,4.9,987512.3,1970160,380000,0,89316,1
1129,2022-04-14,2022-04-15,10,20,12,5,34,0,0,329,1436.2,10120,17.5,89280,4.8,1078153.8,2157564,350000,0,99729,0
1130,2022-04-15,2022-04-16,2,33,20,10,25,1,306080.8,229,307.8,7284,19.4,67739,5,856571.6,1719555,4e+05,0,75253,1
1131,2022-04-16,2022-04-17,2,28,33,15,35,0,0,183,2027.7,6049,22.9,64145,5.3,849559.7,1694361,2e+05,0,70377,0
1132,2022-04-17,2022-04-18,7,17,33,29,25,2,109780.8,190,266.2,5189,19.5,49279,5,617720.1,1233492,3e+05,0,54660,2
1133,2022-04-18,2022-04-19,4,23,27,36,2,1,252516.3,184,316.1,5464,21.3,57587,4.9,709238.2,1418631,5e+05,0,63236,1
1134,2022-04-19,2022-04-20,3,13,28,32,9,0,0,276,1544.5,8081,19.8,76946,5,971015.8,1946574,4e+05,0,85303,0
1135,2022-04-20,2022-04-21,22,21,32,27,29,4,83550.4,215,358.1,7056,21.8,71304,5.3,942925.1,1877538,380000,0,78579,4
1136,2022-04-21,2022-04-22,16,12,35,32,20,2,167680.1,238,324.6,7376,20.9,73220,5.1,940195.4,1884045,5e+05,0,80836,2
1137,2022-04-22,2022-04-23,28,2,21,34,5,2,207475.5,307,311.3,8912,21.5,90508,5.1,1163718.9,2331186,4e+05,0,99729,2
1138,2022-04-23,2022-04-24,34,2,22,16,10,1,351629.5,306,264.7,7883,20.5,76929,5.1,986567.1,1975446,240000,0,85119,1
1139,2022-04-24,2022-04-25,20,29,5,32,30,2,122335.9,156,361.2,5269,21.4,52851,5.2,688600.8,1374561,4e+05,0,58278,2
1140,2022-04-25,2022-04-26,16,30,13,10,5,2,178351.5,251,327.4,8140,20.2,78963,5.1,1006019.7,2003949,5e+05,0,87356,2
1141,2022-04-26,2022-04-27,31,35,5,28,27,1,437113.7,295,341.3,9255,21.7,93522,5.2,1224945.1,2455695,4e+05,0,103073,1
1142,2022-04-27,2022-04-28,25,36,4,3,26,2,167143.8,231,333.3,7601,20.3,76614,4.9,940988.8,1878021,380000,0,84448,2
1143,2022-04-28,2022-04-29,14,2,28,19,10,3,127646.1,324,272.2,8598,20.5,85024,5,1072510.1,2151339,525000,0,93949,3
1144,2022-04-29,2022-04-30,34,4,13,27,15,0,0,323,1788.7,10194,21.2,102947,5.1,1318892.6,2638134,4e+05,0,113464,0
1145,2022-04-30,2022-05-01,7,10,15,31,4,4,95366.1,284,309.4,9116,19.3,87833,4.9,1075654.5,2143059,2e+05,0,97237,4
1146,2022-05-01,2022-05-02,7,18,22,2,21,0,0,202,1621.7,6252,19.7,60608,4.9,747727,1495773,3e+05,0,67062,0
1147,2022-05-02,2022-05-03,11,32,24,3,33,1,305656.3,245,287.3,7151,19.7,69869,4.9,859277.6,1717170,450000,0,77266,1
1148,2022-05-03,2022-05-04,6,8,22,4,25,4,110112,364,278.7,11038,18.4,102840,4.8,1238626,2474427,4e+05,0,114246,4
1149,2022-05-04,2022-05-05,2,26,32,36,28,0,0,279,1798.8,8798,21.3,86827,5.2,1140763,2291613,380000,0,95904,0
1150,2022-05-05,2022-05-06,12,11,7,29,27,0,0,336,1500.5,10220,18.5,96771,4.7,1148061.7,2302134,5e+05,0,107327,0
1151,2022-05-06,2022-05-07,29,16,6,7,22,3,159242.5,339,324.6,10835,20.3,107532,5,1345377.4,2683863,4e+05,0,118709,3
1152,2022-05-07,2022-05-08,23,20,12,10,4,2,190782.8,307,286.3,9771,18,88106,4.8,1068246.5,2143626,250000,0,98186,2
1153,2022-05-08,2022-05-09,23,30,13,4,9,2,126616.7,226,258.1,5762,20.2,55963,5.1,713367.7,1422660,4e+05,0,61953,2
1154,2022-05-09,2022-05-10,23,35,18,10,1,1,359796.4,266,311.6,7720,21.5,79269,5.1,1012933.9,2021328,5e+05,0,87256,1
1155,2022-05-10,2022-05-11,10,25,14,13,20,2,215582.2,301,329.9,10051,19.7,95733,5,1207134,2422272,4e+05,0,106087,2
1156,2022-05-11,2022-05-12,5,10,12,21,1,3,125173.5,346,250,9857,17.6,88904,4.8,1062242.9,2109666,380000,0,99110,3
1157,2022-05-12,2022-05-13,20,27,25,9,5,0,0,293,1578.1,9523,18.2,86272,4.8,1049807.5,2111379,5e+05,0,96088,0
1158,2022-05-13,2022-05-14,33,31,22,24,12,0,0,294,2000.4,10491,21,107112,5,1343988.6,2685441,4e+05,0,117897,0
1159,2022-05-14,2022-05-15,3,20,24,2,8,1,369883.1,286,297.9,9098,18.7,84994,4.9,1041685.7,2077995,220000,0,94379,1
1160,2022-05-15,2022-05-16,33,17,25,11,9,0,0,212,1467.1,5893,19.7,57316,4.9,707965.7,1420218,4e+05,0,63421,0
1161,2022-05-16,2022-05-17,6,18,2,7,29,3,115692.5,268,298.3,8077,19.8,78910,4.9,973605.5,1949874,5e+05,0,87258,3
1162,2022-05-17,2022-05-18,25,7,22,26,27,3,136393.1,310,304.1,9410,20.1,92014,5,1152661.3,2298759,4e+05,0,101737,3
1163,2022-05-18,2022-05-19,21,15,29,32,18,3,118201.9,260,314.1,7642,21.3,77583,5.1,994719.6,1992168,380000,0,85488,3
1164,2022-05-19,2022-05-20,16,8,2,29,32,0,0,280,1568,7638,21.5,75912,5.2,997999.4,2004729,5e+05,0,83830,0
1165,2022-05-20,2022-05-21,5,7,6,14,26,1,440099.8,311,325.9,10039,20.2,99278,5,1240632.5,2472471,4e+05,0,109629,1
1166,2022-05-21,2022-05-22,19,36,25,29,34,0,0,227,1737.4,7569,19.5,71312,5,898545.3,1800789,220000,0,79108,0
1167,2022-05-22,2022-05-23,6,21,20,1,4,1,223578.9,188,273.9,5300,19.5,51522,4.9,630879.9,1256061,350000,0,57011,1
1168,2022-05-23,2022-05-24,13,3,26,7,21,3,103937.4,277,259.3,7621,18.8,71428,4.9,876910.3,1751754,5e+05,0,79329,3
1169,2022-05-24,2022-05-25,4,10,7,21,14,2,188981,408,213.4,10463,16.7,88282,4.8,1063514.9,2123382,4e+05,0,99155,2
