prov,head_sex,head_popgrp,head_age,hholdsz,mobphon_hh,wat_mun_source,lab_salary_hh,totalgrnt_hh,geotype,metro,quarter
North West,Female,African/Black,48,6,3,Yes,13000,4460,Urban,Non-metro,3
North West,Male,African/Black,59,8,7,Yes,11700,3430,Urban,Non-metro,3
North West,Female,African/Black,28,1,0,No,3000,0,Farms,Non-metro,1
North West,Female,African/Black,27,2,2,No,3929,0,Farms,Non-metro,1
North West,Male,African/Black,36,1,1,No,3000,0,Farms,Non-metro,1
North West,Male,African/Black,36,1,0,No,3000,0,Farms,Non-metro,1
North West,Female,African/Black,31,1,0,Yes,0,0,Urban,Non-metro,1
North West,Male,African/Black,40,5,3,Yes,3000,2380,Urban,Non-metro,1
North West,Female,African/Black,23,1,1,Yes,0,0,Urban,Non-metro,1
North West,Female,African/Black,60,9,6,No,0,4870,Urban,Non-metro,1
North West,Male,African/Black,35,1,1,Yes,1500,0,Urban,Non-metro,1
North West,Male,African/Black,55,1,1,Yes,2997,0,Urban,Non-metro,1
North West,Male,African/Black,44,7,2,No,10500,2400,Urban,Non-metro,1
North West,Female,African/Black,34,6,3,No,0,2490,Urban,Non-metro,2
North West,Male,African/Black,18,1,1,Yes,0,350,Urban,Non-metro,2
North West,Male,African/Black,22,1,1,Yes,0,0,Urban,Non-metro,2
North West,Female,African/Black,65,6,4,Yes,0,4130,Urban,Non-metro,2
North West,Male,African/Black,21,2,2,Yes,2800,350,Urban,Non-metro,2
North West,Female,African/Black,67,6,5,Yes,0,1920,Urban,Non-metro,3
North West,Male,African/Black,55,4,3,Yes,2008,0,Urban,Non-metro,3
North West,Female,African/Black,73,1,1,Yes,0,1990,Urban,Non-metro,3
North West,Male,African/Black,30,4,2,Yes,2008,1180,Urban,Non-metro,3
North West,Male,African/Black,69,6,4,Yes,1800,4460,Urban,Non-metro,3
North West,Male,African/Black,42,1,1,Yes,5600,0,Urban,Non-metro,3
North West,Male,African/Black,51,1,0,Yes,1400,350,Urban,Non-metro,2
North West,Female,African/Black,67,4,0,Yes,0,2820,Urban,Non-metro,2
North West,Male,African/Black,63,7,2,Yes,0,4130,Urban,Non-metro,2
North West,Male,African/Black,54,1,1,Yes,0,350,Urban,Non-metro,2
North West,Male,African/Black,45,1,1,Yes,0,350,Urban,Non-metro,2
North West,Male,African/Black,54,8,2,Yes,3500,3230,Urban,Non-metro,2
North West,Male,African/Black,56,4,4,Yes,830,830,Urban,Non-metro,2
North West,Female,African/Black,58,6,1,Yes,0,2380,Urban,Non-metro,2
North West,Female,African/Black,54,5,2,Yes,4000,1180,Urban,Non-metro,3
North West,Female,African/Black,32,8,2,Yes,280,2010,Urban,Non-metro,3
North West,Female,African/Black,85,1,1,Yes,0,2010,Urban,Non-metro,3
North West,Male,African/Black,38,1,1,Yes,0,350,Urban,Non-metro,3
North West,Female,African/Black,33,4,2,Yes,0,2950,Urban,Non-metro,3
North West,Male,African/Black,67,2,1,Yes,0,1990,Urban,Non-metro,3
North West,Male,African/Black,34,1,1,No,6000,0,Traditional,Non-metro,2
North West,Male,African/Black,28,4,3,Yes,0,1660,Traditional,Non-metro,2
North West,Male,African/Black,43,1,1,Yes,0,350,Traditional,Non-metro,2
North West,Female,African/Black,87,2,1,Yes,0,4000,Traditional,Non-metro,2
North West,Female,African/Black,79,1,1,Yes,0,2010,Traditional,Non-metro,2
North West,Female,African/Black,79,3,1,Yes,0,5990,Traditional,Non-metro,2
North West,Male,African/Black,57,3,1,Yes,0,830,Traditional,Non-metro,2
North West,Female,African/Black,38,3,1,Yes,4800,960,Traditional,Non-metro,2
North West,Female,African/Black,48,1,1,Yes,0,0,Traditional,Non-metro,2
North West,Female,African/Black,71,2,2,No,0,1990,Traditional,Non-metro,2
North West,Female,African/Black,49,9,3,No,880,3230,Traditional,Non-metro,2
North West,Female,African/Black,67,1,1,Yes,0,1990,Traditional,Non-metro,2
North West,Male,African/Black,29,1,1,No,0,0,Traditional,Non-metro,4
North West,Female,African/Black,85,5,3,No,0,4960,Traditional,Non-metro,4
North West,Female,African/Black,73,1,0,No,0,1990,Traditional,Non-metro,4
North West,Male,African/Black,39,1,1,No,736,0,Traditional,Non-metro,4
North West,Male,African/Black,40,5,3,No,9475,0,Traditional,Non-metro,4
North West,Male,African/Black,34,1,1,No,0,0,Traditional,Non-metro,4
North West,Male,African/Black,78,5,4,No,0,5440,Traditional,Non-metro,4
North West,Female,African/Black,81,5,2,Yes,2300,3320,Traditional,Non-metro,2
North West,Male,African/Black,63,8,4,Yes,2997,6120,Traditional,Non-metro,2
North West,Male,African/Black,66,5,4,Yes,1500,6450,Traditional,Non-metro,2
North West,Female,African/Black,28,4,2,Yes,0,1310,Traditional,Non-metro,2
North West,Male,African/Black,50,2,2,Yes,15000,0,Traditional,Non-metro,2
North West,Male,African/Black,37,1,0,Yes,1500,350,Traditional,Non-metro,2
North West,Male,African/Black,36,4,2,Yes,4000,0,Traditional,Non-metro,1
North West,Male,African/Black,53,1,1,Yes,0,350,Traditional,Non-metro,1
North West,Male,African/Black,50,1,1,Yes,500,0,Traditional,Non-metro,1
North West,Male,African/Black,56,4,3,Yes,0,830,Traditional,Non-metro,1
North West,Male,African/Black,32,1,1,Yes,1000,0,Traditional,Non-metro,1
North West,Male,African/Black,73,2,2,Yes,0,1990,Traditional,Non-metro,1
North West,Male,African/Black,70,2,2,Yes,0,2470,Traditional,Non-metro,1
North West,Male,African/Black,60,7,6,Yes,7300,480,Traditional,Non-metro,1
North West,Male,African/Black,45,1,1,Yes,0,0,Traditional,Non-metro,1
North West,Male,African/Black,53,1,1,Yes,0,350,Traditional,Non-metro,3
North West,Female,African/Black,76,1,1,Yes,0,2010,Traditional,Non-metro,3
North West,Male,African/Black,56,1,1,No,736,0,Traditional,Non-metro,3
North West,Female,African/Black,74,4,3,Yes,880,2950,Traditional,Non-metro,3
North West,Female,African/Black,37,7,2,No,0,3100,Traditional,Non-metro,3
North West,Male,African/Black,38,1,1,No,3800,0,Farms,Non-metro,4
North West,Male,Coloured,70,7,2,Yes,710,4940,Farms,Non-metro,4
North West,Male,African/Black,52,1,1,No,1800,0,Farms,Non-metro,4
North West,Female,African/Black,18,3,2,Yes,4000,480,Farms,Non-metro,4
North West,Female,African/Black,39,7,2,Yes,0,2270,Farms,Non-metro,4
North West,Female,African/Black,57,5,0,Yes,0,1790,Farms,Non-metro,4
North West,Male,African/Black,77,1,0,No,0,2010,Traditional,Non-metro,4
North West,Female,African/Black,44,2,1,No,0,830,Traditional,Non-metro,4
North West,Female,African/Black,67,1,1,No,0,1990,Traditional,Non-metro,4
North West,Female,African/Black,35,3,1,No,0,960,Traditional,Non-metro,4
North West,Female,African/Black,78,6,3,No,0,5790,Traditional,Non-metro,4
North West,Male,African/Black,40,1,1,No,1800,0,Traditional,Non-metro,4
North West,Female,African/Black,84,5,3,Yes,0,2970,Traditional,Non-metro,4
North West,Male,African/Black,90,2,1,Yes,880,4000,Traditional,Non-metro,3
North West,Male,African/Black,67,5,5,Yes,0,3980,Traditional,Non-metro,3
North West,Female,African/Black,76,5,4,Yes,1249,4850,Traditional,Non-metro,3
North West,Male,African/Black,71,2,2,Yes,0,3980,Traditional,Non-metro,3
North West,Male,African/Black,40,3,1,Yes,5400,3980,Traditional,Non-metro,3
North West,Male,African/Black,59,4,3,No,3500,2950,Traditional,Non-metro,3
North West,Male,African/Black,64,2,2,No,0,3980,Traditional,Non-metro,3
North West,Male,African/Black,59,1,1,Yes,1400,350,Traditional,Non-metro,3
North West,Male,African/Black,64,2,0,Yes,113,1990,Traditional,Non-metro,3
North West,Male,African/Black,52,1,1,Yes,4800,350,Traditional,Non-metro,3
North West,Female,African/Black,59,5,3,No,600,1440,Traditional,Non-metro,3
North West,Male,African/Black,29,1,1,Yes,4000,0,Traditional,Non-metro,3
North West,Male,African/Black,64,1,1,Yes,0,1990,Traditional,Non-metro,3
North West,Female,African/Black,25,5,1,Yes,0,3780,Traditional,Non-metro,3
North West,Male,African/Black,78,1,0,Yes,0,2010,Traditional,Non-metro,3
North West,Male,African/Black,32,1,0,Yes,0,1990,Traditional,Non-metro,3
North West,Female,African/Black,73,8,3,Yes,1249,4390,Traditional,Non-metro,3
North West,Female,African/Black,44,5,2,Yes,2800,2140,Traditional,Non-metro,3
North West,Male,African/Black,51,4,2,Yes,1800,1310,Traditional,Non-metro,3
North West,Female,African/Black,55,4,3,No,0,0,Traditional,Non-metro,3
North West,Female,African/Black,73,1,1,Yes,0,1990,Traditional,Non-metro,3
North West,Female,African/Black,80,5,4,Yes,0,2840,Traditional,Non-metro,1
North West,Male,African/Black,77,2,2,Yes,300,2360,Traditional,Non-metro,1
North West,Female,African/Black,37,5,2,Yes,4440,1790,Traditional,Non-metro,1
North West,Female,African/Black,73,2,1,Yes,0,1990,Traditional,Non-metro,1
North West,Male,African/Black,60,6,1,Yes,2000,6930,Traditional,Non-metro,1
North West,Female,African/Black,61,1,1,No,0,1990,Traditional,Non-metro,2
North West,Male,African/Black,66,1,1,No,0,1990,Traditional,Non-metro,2
North West,Male,African/Black,68,4,2,No,0,4940,Traditional,Non-metro,2
North West,Male,African/Black,78,3,3,No,0,4020,Traditional,Non-metro,2
North West,Female,African/Black,71,8,5,No,0,4130,Traditional,Non-metro,2
North West,Male,African/Black,62,1,1,No,0,1990,Traditional,Non-metro,2
North West,Male,African/Black,25,1,1,No,1200,350,Traditional,Non-metro,4
North West,Female,African/Black,66,7,6,No,10724,3980,Traditional,Non-metro,4
North West,Female,African/Black,78,3,3,No,0,2010,Traditional,Non-metro,4
North West,Female,African/Black,73,2,2,No,0,2470,Traditional,Non-metro,4
North West,Male,African/Black,60,5,2,No,0,3780,Traditional,Non-metro,4
North West,Female,African/Black,92,1,1,No,0,2010,Traditional,Non-metro,4
North West,Male,African/Black,57,2,2,Yes,0,0,Traditional,Non-metro,2
North West,Male,African/Black,24,1,1,No,0,0,Traditional,Non-metro,2
North West,Male,African/Black,38,1,1,No,0,350,Traditional,Non-metro,2
North West,Male,African/Black,53,3,2,No,33427,0,Traditional,Non-metro,2
North West,Female,African/Black,71,2,2,No,360,1990,Traditional,Non-metro,2
North West,Female,African/Black,28,2,1,No,0,480,Traditional,Non-metro,2
North West,Male,African/Black,67,5,4,No,0,4460,Traditional,Non-metro,1
North West,Male,African/Black,44,6,4,Yes,0,1310,Traditional,Non-metro,1
North West,Male,African/Black,23,1,1,Yes,0,350,Traditional,Non-metro,1
North West,Male,African/Black,48,4,2,Yes,4300,960,Traditional,Non-metro,1
North West,Female,African/Black,26,4,1,Yes,0,1790,Traditional,Non-metro,1
North West,Male,African/Black,16,1,1,Yes,0,480,Traditional,Non-metro,1
North West,Male,African/Black,36,1,0,Yes,0,0,Traditional,Non-metro,1
North West,Male,African/Black,19,1,1,No,0,0,Traditional,Non-metro,1
North West,Female,African/Black,76,1,0,Yes,0,2010,Traditional,Non-metro,1
North West,Female,African/Black,84,5,3,Yes,2000,2970,Traditional,Non-metro,1
North West,Male,African/Black,85,5,4,Yes,0,4850,Traditional,Non-metro,1
North West,Male,African/Black,63,4,2,Yes,0,6120,Traditional,Non-metro,1
North West,Male,African/Black,90,6,4,Yes,800,4480,Urban,Non-metro,1
North West,Female,African/Black,46,5,2,Yes,0,2140,Urban,Non-metro,1
North West,Female,African/Black,60,6,3,Yes,0,7410,Urban,Non-metro,1
North West,Female,African/Black,58,1,1,Yes,2000,0,Urban,Non-metro,1
North West,Female,African/Black,74,4,3,Yes,880,2950,Urban,Non-metro,1
North West,Female,African/Black,68,6,3,Yes,1249,830,Urban,Non-metro,1
North West,Female,African/Black,33,1,1,Yes,19000,0,Urban,Non-metro,1
North West,Female,African/Black,55,10,1,Yes,0,6050,Urban,Non-metro,3
North West,Male,African/Black,40,1,1,Yes,736,0,Urban,Non-metro,3
North West,Male,African/Black,19,2,1,Yes,0,0,Urban,Non-metro,3
North West,Female,African/Black,39,2,0,Yes,0,700,Urban,Non-metro,3
North West,Male,African/Black,49,5,4,Yes,25000,0,Urban,Non-metro,3
North West,Male,African/Black,29,1,1,Yes,0,350,Farms,Non-metro,3
North West,Male,African/Black,28,2,2,No,0,0,Farms,Non-metro,3
North West,Female,African/Black,21,6,2,No,960,2270,Farms,Non-metro,3
North West,Female,African/Black,59,3,2,Yes,0,480,Farms,Non-metro,3
North West,Male,African/Black,27,1,1,No,2500,350,Farms,Non-metro,3
North West,Male,African/Black,35,2,2,No,5000,350,Farms,Non-metro,3
North West,Male,White,39,3,2,No,20000,0,Farms,Non-metro,3
North West,Male,African/Black,61,1,1,No,4000,0,Farms,Non-metro,3
North West,Male,White,69,2,2,No,83333,0,Farms,Non-metro,3
North West,Male,African/Black,42,1,1,No,4400,0,Farms,Non-metro,3
North West,Male,African/Black,38,1,1,No,4400,0,Farms,Non-metro,3
North West,Male,African/Black,70,1,1,No,2500,1990,Farms,Non-metro,1
North West,Male,African/Black,72,1,1,No,6667,1990,Farms,Non-metro,1
North West,Male,White,64,2,2,No,100000,0,Farms,Non-metro,1
North West,Male,African/Black,32,1,1,No,3000,0,Farms,Non-metro,1
North West,Male,African/Black,30,1,1,No,4500,0,Farms,Non-metro,1
North West,Female,African/Black,40,8,4,No,0,2140,Traditional,Non-metro,1
North West,Male,Coloured,64,3,1,No,0,2470,Traditional,Non-metro,1
North West,Male,African/Black,69,2,2,Yes,3000,1990,Traditional,Non-metro,1
North West,Male,African/Black,27,1,1,No,0,0,Traditional,Non-metro,1
North West,Male,African/Black,45,6,3,No,0,1920,Traditional,Non-metro,1
North West,Male,African/Black,67,5,4,Yes,20000,830,Traditional,Non-metro,1
North West,Male,African/Black,27,1,1,No,0,350,Traditional,Non-metro,1
North West,Female,African/Black,59,7,6,No,0,480,Traditional,Non-metro,1
North West,Male,African/Black,59,7,2,No,0,2840,Traditional,Non-metro,1
North West,Male,African/Black,23,1,1,No,2000,0,Traditional,Non-metro,3
North West,Male,African/Black,38,1,1,Yes,3000,350,Traditional,Non-metro,3
North West,Female,African/Black,44,5,2,No,0,1790,Traditional,Non-metro,3
North West,Male,African/Black,42,3,2,No,18000,0,Traditional,Non-metro,3
North West,Male,African/Black,37,4,3,Yes,0,1310,Traditional,Non-metro,3
North West,Male,African/Black,43,1,1,No,5000,0,Traditional,Non-metro,3
North West,Female,African/Black,57,4,1,No,960,2950,Traditional,Non-metro,3
North West,Female,African/Black,53,2,1,No,0,700,Traditional,Non-metro,3
North West,Female,African/Black,55,6,4,No,0,1660,Traditional,Non-metro,3
North West,Male,African/Black,80,8,5,No,0,5310,Traditional,Non-metro,3
North West,Male,African/Black,31,1,1,No,0,350,Traditional,Non-metro,3
North West,Female,African/Black,63,4,2,No,0,2820,Traditional,Non-metro,3
North West,Female,African/Black,93,3,2,No,0,4000,Traditional,Non-metro,3
North West,Male,African/Black,52,1,1,No,18000,0,Traditional,Non-metro,3
North West,Male,African/Black,40,1,1,No,0,0,Traditional,Non-metro,3
North West,Female,African/Black,58,7,5,No,0,1310,Traditional,Non-metro,3
North West,Female,African/Black,27,1,1,No,26000,0,Traditional,Non-metro,3
North West,Male,African/Black,54,6,4,Yes,2800,2820,Urban,Non-metro,1
North West,Male,African/Black,43,4,1,Yes,1850,960,Urban,Non-metro,1
North West,Male,African/Black,46,2,2,Yes,26880,0,Urban,Non-metro,1
North West,Male,African/Black,48,6,4,Yes,6800,1440,Urban,Non-metro,1
North West,Female,African/Black,73,3,3,Yes,2997,2340,Urban,Non-metro,1
North West,Female,African/Black,70,4,1,Yes,2000,2950,Urban,Non-metro,3
North West,Male,African/Black,34,1,1,Yes,8000,0,Urban,Non-metro,3
North West,Male,African/Black,54,4,3,Yes,8000,2470,Urban,Non-metro,3
North West,Male,African/Black,58,4,2,Yes,18850,700,Urban,Non-metro,3
North West,Female,African/Black,58,4,2,Yes,5900,1200,Urban,Non-metro,3
North West,Female,African/Black,58,5,4,Yes,1680,830,Urban,Non-metro,3
North West,Male,African/Black,36,4,2,Yes,0,960,Urban,Non-metro,4
North West,Male,African/Black,40,4,4,Yes,62000,0,Urban,Non-metro,4
North West,Male,African/Black,32,3,3,Yes,23000,0,Urban,Non-metro,4
North West,Female,African/Black,46,5,0,Yes,0,1310,Urban,Non-metro,4
North West,Male,African/Black,59,2,0,Yes,800,2340,Urban,Non-metro,4
North West,Male,African/Black,50,3,1,Yes,10800,350,Urban,Non-metro,4
North West,Male,African/Black,31,4,2,Yes,880,960,Urban,Non-metro,2
North West,Female,African/Black,52,5,4,Yes,12600,960,Urban,Non-metro,2
North West,Female,African/Black,28,2,1,Yes,2000,720,Urban,Non-metro,2
North West,Male,African/Black,50,1,1,Yes,3800,0,Urban,Non-metro,2
North West,Male,African/Black,50,6,4,Yes,9500,1440,Urban,Non-metro,2
North West,Male,African/Black,60,1,1,Yes,0,1990,Urban,Non-metro,2
North West,Male,African/Black,55,6,2,Yes,1000,2140,Urban,Non-metro,2
North West,Female,African/Black,53,3,2,Yes,0,480,Urban,Non-metro,1
North West,Female,African/Black,80,6,4,Yes,8000,2010,Urban,Non-metro,1
North West,Female,African/Black,77,3,2,Yes,0,2010,Urban,Non-metro,1
North West,Female,African/Black,79,5,1,Yes,0,3800,Urban,Non-metro,1
North West,Female,African/Black,61,3,1,Yes,0,0,Urban,Non-metro,1
North West,Female,African/Black,61,4,4,Yes,10000,0,Urban,Non-metro,3
North West,Male,African/Black,46,4,4,Yes,27500,720,Urban,Non-metro,3
North West,Female,African/Black,24,1,1,Yes,4000,0,Urban,Non-metro,3
North West,Female,African/Black,47,3,3,Yes,6700,350,Urban,Non-metro,3
North West,Male,African/Black,44,1,1,Yes,0,350,Urban,Non-metro,3
North West,Male,African/Black,56,3,3,Yes,4500,2340,Urban,Non-metro,3
North West,Female,African/Black,53,5,3,Yes,0,1310,Urban,Non-metro,3
North West,Male,White,54,3,3,Yes,65000,0,Urban,Non-metro,3
North West,Male,White,37,5,4,Yes,26000,0,Urban,Non-metro,3
North West,Female,African/Black,37,2,2,Yes,20000,0,Urban,Non-metro,3
North West,Male,White,62,3,3,Yes,5000,0,Urban,Non-metro,3
North West,Male,White,37,6,2,Yes,6000,0,Urban,Non-metro,3
North West,Male,African/Black,51,2,1,Yes,0,350,Urban,Non-metro,4
North West,Female,African/Black,74,3,3,Yes,0,2820,Urban,Non-metro,4
North West,Female,African/Black,43,5,3,Yes,0,3650,Urban,Non-metro,4
North West,Male,African/Black,64,2,1,Yes,850,1990,Urban,Non-metro,4
North West,Female,African/Black,60,3,2,Yes,3500,3980,Urban,Non-metro,4
North West,Male,African/Black,44,5,2,Yes,0,2250,Urban,Non-metro,4
North West,Male,White,25,3,3,Yes,10000,0,Urban,Non-metro,1
North West,Female,White,63,1,0,Yes,0,0,Urban,Non-metro,1
North West,Male,White,55,4,4,Yes,46870,4020,Urban,Non-metro,1
North West,Male,African/Black,31,3,3,Yes,150000,0,Urban,Non-metro,4
North West,Male,White,48,5,4,Yes,50000,0,Urban,Non-metro,4
North West,Male,White,49,4,4,Yes,56200,0,Urban,Non-metro,4
North West,Male,White,49,3,3,Yes,58000,0,Urban,Non-metro,4
North West,Male,White,33,5,3,Yes,107000,0,Urban,Non-metro,4
North West,Female,White,37,1,1,Yes,122304,0,Urban,Non-metro,4
North West,Male,African/Black,25,4,2,Yes,10000,0,Urban,Non-metro,4
North West,Male,Indian/Asian,47,5,2,Yes,10000,0,Urban,Non-metro,3
North West,Female,Coloured,31,2,1,Yes,3000,480,Urban,Non-metro,2
North West,Female,African/Black,50,5,2,Yes,13352,1310,Urban,Non-metro,2
North West,Female,African/Black,27,2,2,Yes,22500,0,Urban,Non-metro,2
North West,Male,African/Black,51,6,5,No,62000,0,Urban,Non-metro,2
North West,Female,Coloured,39,4,2,Yes,400,480,Urban,Non-metro,2
North West,Male,African/Black,70,5,4,Yes,5400,2470,Urban,Non-metro,2
North West,Male,White,80,1,1,Yes,0,0,Urban,Non-metro,2
North West,Male,White,38,4,2,Yes,40000,0,Urban,Non-metro,2
North West,Female,African/Black,22,1,1,Yes,0,0,Urban,Non-metro,2
North West,Female,African/Black,73,3,0,Yes,0,3980,Farms,Non-metro,3
North West,Female,African/Black,55,8,3,No,7000,3210,Farms,Non-metro,3
North West,Male,White,52,2,2,Yes,33427,0,Farms,Non-metro,3
North West,Female,African/Black,51,8,1,Yes,800,2620,Farms,Non-metro,4
North West,Male,African/Black,26,2,1,No,1800,0,Farms,Non-metro,4
North West,Male,African/Black,48,7,2,No,0,1920,Farms,Non-metro,4
North West,Male,White,21,2,2,Yes,0,350,Urban,Non-metro,4
North West,Male,African/Black,52,6,3,Yes,0,5530,Urban,Non-metro,4
North West,Female,Coloured,46,3,3,Yes,22000,0,Urban,Non-metro,4
North West,Female,Coloured,65,4,2,Yes,0,2820,Urban,Non-metro,4
North West,Female,Coloured,57,6,3,Yes,4000,1660,Urban,Non-metro,4
North West,Female,African/Black,36,3,2,Yes,2500,1180,Urban,Non-metro,4
North West,Male,White,75,2,1,No,0,0,Urban,Non-metro,4
North West,Male,White,35,4,3,No,12000,0,Urban,Non-metro,4
North West,Male,White,56,2,2,Yes,0,0,Urban,Non-metro,4
North West,Female,White,70,2,2,Yes,0,0,Urban,Non-metro,4
North West,Male,White,75,2,2,Yes,14732,0,Urban,Non-metro,4
North West,Female,White,42,4,2,No,13352,0,Urban,Non-metro,4
North West,Female,White,25,2,2,Yes,21583,0,Urban,Non-metro,2
North West,Male,White,48,2,2,Yes,21583,0,Urban,Non-metro,2
North West,Male,White,23,2,2,Yes,13404,0,Urban,Non-metro,2
North West,Female,White,74,1,1,Yes,0,0,Urban,Non-metro,4
North West,Male,White,80,2,2,Yes,0,4000,Urban,Non-metro,4
North West,Female,White,70,2,2,Yes,7000,1990,Urban,Non-metro,4
North West,Female,African/Black,82,3,1,Yes,0,2840,Urban,Non-metro,3
North West,Female,African/Black,71,2,0,Yes,0,2470,Urban,Non-metro,3
North West,Female,African/Black,40,3,1,Yes,1800,0,Urban,Non-metro,3
North West,Female,African/Black,33,3,2,No,29000,0,Urban,Non-metro,3
North West,Male,African/Black,56,1,1,Yes,0,350,Urban,Non-metro,3
North West,Male,African/Black,68,4,4,Yes,0,3300,Urban,Non-metro,3
North West,Male,African/Black,33,4,2,Yes,30000,0,Urban,Non-metro,4
North West,Female,African/Black,37,4,1,Yes,13000,1440,Urban,Non-metro,4
North West,Female,African/Black,52,2,1,Yes,1500,0,Urban,Non-metro,4
North West,Male,White,82,2,2,Yes,4000,0,Urban,Non-metro,4
North West,Male,African/Black,37,2,2,Yes,13000,0,Urban,Non-metro,4
North West,Male,African/Black,43,1,1,Yes,12500,0,Urban,Non-metro,4
North West,Female,African/Black,60,4,3,Yes,0,3170,Urban,Non-metro,4
North West,Female,African/Black,47,3,3,Yes,6360,0,Urban,Non-metro,4
North West,Male,African/Black,47,1,1,Yes,13352,0,Urban,Non-metro,1
North West,Male,African/Black,44,8,5,Yes,40383,3650,Urban,Non-metro,1
North West,Male,African/Black,37,4,2,Yes,9955,0,Urban,Non-metro,1
North West,Female,African/Black,50,3,3,Yes,10000,480,Urban,Non-metro,1
North West,Female,African/Black,41,3,1,Yes,9475,0,Urban,Non-metro,1
North West,Male,African/Black,54,2,0,Yes,0,350,Urban,Non-metro,1
North West,Male,African/Black,44,1,1,Yes,13000,0,Urban,Non-metro,1
North West,Male,African/Black,77,2,2,Yes,0,4020,Urban,Non-metro,1
North West,Male,African/Black,40,4,2,Yes,1200,1310,Urban,Non-metro,1
North West,Female,African/Black,68,3,2,Yes,0,2690,Urban,Non-metro,1
North West,Male,African/Black,56,3,2,Yes,0,1180,Urban,Non-metro,1
North West,Female,African/Black,36,3,1,Yes,0,1310,Urban,Non-metro,1
North West,Male,African/Black,68,7,3,Yes,0,5290,Urban,Non-metro,1
North West,Male,African/Black,46,1,1,Yes,12000,0,Urban,Non-metro,1
North West,Female,African/Black,51,4,3,Yes,0,350,Urban,Non-metro,1
North West,Female,African/Black,18,1,1,Yes,0,0,Urban,Non-metro,1
North West,Female,African/Black,29,2,1,Yes,0,480,Urban,Non-metro,1
North West,Male,African/Black,36,1,1,Yes,0,0,Urban,Non-metro,1
North West,Female,African/Black,42,1,1,Yes,2000,0,Urban,Non-metro,3
North West,Male,African/Black,22,2,2,Yes,1200,350,Urban,Non-metro,3
North West,Male,African/Black,32,1,1,Yes,16000,0,Urban,Non-metro,3
North West,Male,African/Black,42,2,1,Yes,9800,0,Urban,Non-metro,3
North West,Male,African/Black,77,2,1,Yes,0,4020,Urban,Non-metro,3
North West,Male,African/Black,54,7,3,Yes,6000,1920,Urban,Non-metro,3
North West,Female,African/Black,56,3,1,Yes,4800,480,Urban,Non-metro,3
North West,Male,African/Black,36,3,2,Yes,0,960,Urban,Non-metro,2
North West,Male,African/Black,42,1,1,Yes,6000,0,Urban,Non-metro,2
North West,Female,African/Black,42,3,3,Yes,5600,830,Urban,Non-metro,2
North West,Male,African/Black,53,2,2,Yes,1200,700,Urban,Non-metro,2
North West,Male,African/Black,52,4,4,Yes,10500,0,Urban,Non-metro,2
North West,Male,African/Black,49,5,2,Yes,0,1790,Urban,Non-metro,3
North West,Male,Coloured,63,5,1,Yes,0,5290,Urban,Non-metro,3
North West,Female,African/Black,43,4,3,Yes,3200,830,Urban,Non-metro,3
North West,Male,African/Black,35,5,3,Yes,18000,1310,Urban,Non-metro,3
North West,Male,African/Black,21,1,1,Yes,2400,350,Urban,Non-metro,3
North West,Female,African/Black,41,2,2,Yes,0,350,Urban,Non-metro,3
North West,Female,African/Black,44,5,2,Yes,0,720,Urban,Non-metro,1
North West,Male,African/Black,33,1,0,Yes,0,0,Urban,Non-metro,1
North West,Male,African/Black,48,4,4,Yes,6000,480,Urban,Non-metro,1
North West,Male,African/Black,32,1,0,Yes,0,0,Urban,Non-metro,1
North West,Male,African/Black,37,7,2,Yes,5600,2400,Urban,Non-metro,1
North West,Male,African/Black,30,2,2,Yes,14000,0,Urban,Non-metro,1
North West,Male,African/Black,60,5,4,Yes,37427,830,Urban,Non-metro,1
North West,Female,African/Black,59,2,1,Yes,0,0,Urban,Non-metro,1
North West,Male,African/Black,58,1,1,Yes,5400,0,Urban,Non-metro,3
North West,Female,African/Black,31,3,2,Yes,5257,350,Urban,Non-metro,3
North West,Female,African/Black,41,4,3,Yes,3929,1180,Urban,Non-metro,3
North West,Female,African/Black,49,4,2,Yes,6958,960,Urban,Non-metro,3
North West,Female,African/Black,59,2,2,Yes,1000,0,Urban,Non-metro,3
North West,Male,African/Black,55,8,4,Yes,12750,2400,Urban,Non-metro,4
North West,Female,Coloured,43,5,2,Yes,0,1790,Urban,Non-metro,4
North West,Female,African/Black,36,1,1,Yes,5257,0,Urban,Non-metro,4
North West,Male,African/Black,45,4,2,Yes,7552,960,Urban,Non-metro,4
North West,Female,African/Black,35,4,1,Yes,6958,960,Urban,Non-metro,4
North West,Female,African/Black,63,5,1,Yes,4000,3650,Urban,Non-metro,4
North West,Male,African/Black,30,1,1,Yes,0,350,Urban,Non-metro,1
North West,Male,African/Black,48,1,0,Yes,400,350,Urban,Non-metro,1
North West,Male,African/Black,51,4,4,Yes,4200,830,Urban,Non-metro,1
North West,Male,African/Black,47,4,2,Yes,24252,0,Urban,Non-metro,1
North West,Female,African/Black,60,3,3,Yes,0,0,Urban,Non-metro,1
North West,Female,African/Black,58,2,2,Yes,21583,0,Urban,Non-metro,4
North West,Female,African/Black,51,3,1,Yes,2000,960,Urban,Non-metro,4
North West,Male,African/Black,54,1,1,Yes,1600,350,Urban,Non-metro,4
North West,Female,African/Black,26,1,1,Yes,6000,0,Urban,Non-metro,4
North West,Male,African/Black,58,2,2,Yes,0,700,Urban,Non-metro,4
North West,Female,African/Black,36,1,1,Yes,1000,0,Farms,Non-metro,2
